description_cost,category,componentsubtype,componenttype,description_id,description_details,damage,damage2,heatgenerated,aura2_ams,aura2_c3,aura2_c3i,aura2_c3m,aura2_c3ms,aura2_eccm,aura2_eccm_protect,aura2_ecm,aura2_jammer,aura2_searchlight,custom_bonusdescriptions
2666667,,Heatsink,HeatSink,emod_engine_405,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 7""]}"
2666667,,Heatsink,HeatSink,emod_engine_400,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 6""]}"
2637500,,Heatsink,HeatSink,emod_engineslots_supercharged_LAM_LIGHT,This specialy modified Marauder Engine Core enables the mech's thrusters to work in conjunction with,,,,,,,,,,,,,,"{""Bonuses"":[""JumpDistance: 35%"",""EvaMax: +1"",""EvaPips: +1"",""EngineWeight: -25%"",""EngineReserved: 4"",""WalkSpeed: +10%"",""RunSpeed: +25%"",""HeatGenerated: +10%"",""ReqWings""]}"
2633334,,Heatsink,HeatSink,emod_engine_395,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 5""]}"
2600000,,Heatsink,HeatSink,emod_engine_390,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 5""]}"
2566667,,Heatsink,HeatSink,emod_engine_385,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 5""]}"
2533334,,Heatsink,HeatSink,emod_engine_380,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 5""]}"
2500000,,Heatsink,HeatSink,radical_kit_chs,Converts an SHS engine to Radical CHS. A Mech' <b>Cooling System</b> provides heat dissipation for c,,,,,,,,,,,,,,"{""Bonuses"":[""CoolingSystemCHS"",""ActivateHeatLevel: 90%"",""DeActivateHeatLevel: 50%"",""ActiveHeatPerTurn: -20"",""FailChance: 5%"",""FailChanceTurn: 10%"",""FailCritSelf"",""CPBoom: 20""]}"
2500000,,Heatsink,HeatSink,emod_kit_dhs,Converts an SHS engine to DHS. A Mech' <b>Cooling System</b> provides heat dissipation for component,,,,,,,,,,,,,,"{""Bonuses"":[""CoolingSystemDHS""]}"
2500000,,Heatsink,HeatSink,emod_kit_chs,Converts an SHS engine to CHS. A Mech' <b>Cooling System</b> provides heat dissipation for component,,,,,,,,,,,,,,"{""Bonuses"":[""CoolingSystemCHS""]}"
2500000,,Heatsink,HeatSink,emod_engineslots_xl_center,The Extralight Fusion Engine is mechanically similar to a Fusion Engine but uses much lighter radiat,,,,,,,,,,,,,,"{""Bonuses"":[""EngineWeight: -50%"",""EngineReserved: 6""]}"
2500000,,Heatsink,HeatSink,emod_engine_375,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 5""]}"
2500000,,Heatsink,HeatSink,Turret_Coolant_System,Converts an SHS engine to DHS. A Mech' <b>Cooling System</b> provides heat dissipation for component,,,,,,,,,,,,,,"{""Bonuses"":[""CoolingSystemDHS""]}"
2500000,,Heatsink,HeatSink,Quirk_radical_kit_pdhs,Converts an SHS engine to Radical PDHS. A Mech' <b>Cooling System</b> provides heat dissipation for ,,,,,,,,,,,,,,"{""Bonuses"":[""CoolingSystemProtoDHS"",""TEHeatgen: -20%"",""HeatPerTurn: -10"",""ActivateHeatLevel: 90%"",""DeActivateHeatLevel: 20%"",""ActiveHeatPerTurn: -30"",""ActiveTEHeatgen: -20%"",""FailChance: 5%"",""FailChanceTurn: 10%"",""FailCritSelf"",""CPBoom: 20""]}"
2466667,,Heatsink,HeatSink,emod_engine_370,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 4""]}"
2433334,,Heatsink,HeatSink,emod_engine_365,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 4""]}"
2400000,,Heatsink,HeatSink,emod_engine_360,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 4""]}"
2366667,,Heatsink,HeatSink,emod_engine_355,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 4""]}"
2333334,,Heatsink,HeatSink,emod_engine_350,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 4""]}"
2300000,,Heatsink,HeatSink,emod_engine_345,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 3""]}"
2266667,,Heatsink,HeatSink,emod_engine_340,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 3""]}"
2250000,,Heatsink,HeatSink,emod_engineslots_FuelCell,"Fuel Cell engines are primarily used in civilian applications like rail systems, personal transport,",,,,,,,,,,,,,,"{""Bonuses"":[""EngineWeight: X1.6"",""HeatGenerated: -60%"",""ArmorTPCost: -10%"",""ArmorCBCost: -10%""]}"
2233334,,Heatsink,HeatSink,emod_engine_335,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 3""]}"
2200000,,Heatsink,HeatSink,emod_engine_330,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 3""]}"
2166667,,Heatsink,HeatSink,emod_engine_325,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 3""]}"
2133334,,Heatsink,HeatSink,emod_engine_320,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 2""]}"
2100000,,Heatsink,HeatSink,emod_engine_315,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 2""]}"
2066667,,Heatsink,HeatSink,emod_engine_310,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 2""]}"
2033334,,Heatsink,HeatSink,emod_engine_305,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 2""]}"
2000000,,Heatsink,HeatSink,emod_kit_dhs_widowmaker,"A supercharged DHS Kit, using LosTech that is capable of dissipating and recycling heat at unimagine",,,,,,,,,,,,,,"{""Bonuses"":[""CoolingSystemDHS"",""TEHeatgen: -13%"",""HeatPerTurn: -10""]}"
2000000,,Heatsink,HeatSink,emod_engine_300,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 2""]}"
1966667,,Heatsink,HeatSink,emod_engine_295,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 1""]}"
1933334,,Heatsink,HeatSink,emod_engine_290,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 1""]}"
1900000,,Heatsink,HeatSink,emod_engine_285,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 1""]}"
1866667,,Heatsink,HeatSink,emod_engine_280,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 1""]}"
1833334,,Heatsink,HeatSink,emod_engine_275,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSCap: 1""]}"
1800000,,Heatsink,HeatSink,emod_engine_270,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[]}"
1766667,,Heatsink,HeatSink,emod_engine_265,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[]}"
1750000,,Heatsink,HeatSink,Gear_Engine_Heatsinks_7,The regenerative cooling system of an engine uses waste heat to generate power and is part of the Me,,,,,,,,,,,,,,"{""Bonuses"":[""Whitespace"",""EngineHSAdd: 7""]}"
1733334,,Heatsink,HeatSink,emod_engine_260,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[]}"
1700000,,Heatsink,HeatSink,emod_engine_255,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[]}"
1666667,,Heatsink,HeatSink,emod_engine_250,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[]}"
1633334,,Heatsink,HeatSink,emod_engine_245,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 1""]}"
1600000,,Heatsink,HeatSink,emod_engine_240,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 1""]}"
1566667,,Heatsink,HeatSink,emod_engine_235,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 1""]}"
1533334,,Heatsink,HeatSink,emod_engine_230,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 1""]}"
1500000,,Heatsink,HeatSink,emod_quicsel_xl_center,"Need to contain the Power of a Star? Look no Further, we at Quicsell have unlocked the secrets of St",,,,,,,,,,,,,,"{""Bonuses"":[""EngineWeight: -45%"",""EngineReserved: 8""]}"
1500000,,Heatsink,HeatSink,emod_engine_225,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 1""]}"
1500000,,Heatsink,HeatSink,Gear_Engine_Heatsinks_6,The regenerative cooling system of an engine uses waste heat to generate power and is part of the Me,,,,,,,,,,,,,,"{""Bonuses"":[""Whitespace"",""EngineHSAdd: 6""]}"
1466667,,Heatsink,HeatSink,emod_engine_220,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 2""]}"
1437500,,Heatsink,HeatSink,prototype_light_fusion_center,This Prototype Light Fusion Engine sacrificed the capacity to carry additional internal Heatsinks an,,,,,,,,,,,,,,"{""Bonuses"":[""EngineWeight: -40%"",""HeatPerTurn: +6"",""EngineReserved: 4""]}"
1433334,,Heatsink,HeatSink,emod_engine_215,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 2""]}"
1400000,,Heatsink,HeatSink,emod_engine_210,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 2""]}"
1366667,,Heatsink,HeatSink,emod_engine_205,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 2""]}"
1333334,,Heatsink,HeatSink,emod_engine_200,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 2""]}"
1300000,,Heatsink,HeatSink,emod_engine_195,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 3""]}"
1266667,,Heatsink,HeatSink,emod_engine_190,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 3""]}"
1250000,,Heatsink,HeatSink,Gear_Engine_Heatsinks_5,The regenerative cooling system of an engine uses waste heat to generate power and is part of the Me,,,,,,,,,,,,,,"{""Bonuses"":[""Whitespace"",""EngineHSAdd: 5""]}"
1233334,,Heatsink,HeatSink,emod_engine_185,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 3""]}"
1200000,,Heatsink,HeatSink,emod_engine_180,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 3""]}"
1166667,,Heatsink,HeatSink,emod_engine_175,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 3""]}"
1133334,,Heatsink,HeatSink,emod_engine_170,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 4""]}"
1100000,,Heatsink,HeatSink,emod_engine_165,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 4""]}"
1100000,,Heatsink,HeatSink,Gear_Engine_Pirate,So Some gouzaizi thought he cracked how to make a Star League Grade Engine Shielding. If this doesn',,,,,,,,,,,,,,"{""Bonuses"":[""Activatable"",""ActiveRunMod: +40%"",""ActiveJumpDistance: +50%"",""ActiveHeatPerTurn: 20"",""FailChance: 10%"",""FailChanceTurn: 10%"",""FailCritSelf"",""FailReducPilot"",""EngineWeight: -15%"",""EngineReserved: 6""]}"
1066667,,Heatsink,HeatSink,emod_engine_160,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 4""]}"
1033334,,Heatsink,HeatSink,emod_engine_155,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 4""]}"
1000000,,Heatsink,HeatSink,emod_engine_150,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 4""]}"
1000000,,Heatsink,HeatSink,Gear_Engine_Heatsinks_4,The regenerative cooling system of an engine uses waste heat to generate power and is part of the Me,,,,,,,,,,,,,,"{""Bonuses"":[""Whitespace"",""EngineHSAdd: 4""]}"
966667,,Heatsink,HeatSink,emod_engine_145,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 5""]}"
937500,,Heatsink,HeatSink,emod_engineslots_light_center,"The Light Fusion Engine is mechanically similar to an XL Engine, but uses Lostech energy shielding t",,,,,,,,,,,,,,"{""Bonuses"":[""EngineWeight: -25%"",""EngineReserved: 4""]}"
933334,,Heatsink,HeatSink,emod_engine_140,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 5""]}"
930000,,Heatsink,HeatSink,Gear_HeatSink_Generic_Laser_Clan,"Functionally identical to a Clan-tech double heat sink, the lack of liquid and gas in the system red",,,,,,,,,,,,,,"{""Bonuses"":[""EndMoveHeat: -6"",""Signature: +10%""]}"
930000,,Heatsink,HeatSink,Gear_HeatSink_Generic_Double_Clan,"Double Heat Sinks provide twice the efficiency of standard Heat Sinks, though with increased bulkine",,,,,,,,,,,,,,"{""Bonuses"":[""HeatPerTurn: -6""]}"
900000,,Heatsink,HeatSink,emod_engine_135,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 5""]}"
900000,,Heatsink,HeatSink,emod_Engine_phoenix_LAM,"Originally conceived during the Star League era, the Land-Air 'Mech (or LAM) is a hybrid military un",,,,,,,,,,,,,,"{""Bonuses"":[""JumpDistance: 20%"",""EvaMax: +1"",""EvaPips: +1"",""EngineWeight: -25%"",""EngineReserved: 4"",""ReqWings""]}"
870000,,Heatsink,HeatSink,Gear_HeatSink_Generic_Clan-Bank,"Heat Banks are installed to allow for more thermal energy collection, improving a Unit's ability to ",,,,,,,,,,,,,,"{""Bonuses"":[""Special: 35%"",""HeatResistance: 25%"",""Visibility: +3%"",""Signature: +3%""]}"
866667,,Heatsink,HeatSink,emod_engine_130,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 5""]}"
833334,,Heatsink,HeatSink,emod_engine_125,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 5""]}"
810000,,Heatsink,HeatSink,Special_CoolShot,Leave it to Pirates to fail at fixing up a Emergency Coolant System and instead hotwire it externall,,,,,,,,,,,,,,"{""Bonuses"":[""Special: 50%"",""EmergencyCoolant: 0"",""ActivateHeatDamage: 50"",""DeActivateHeatLevel: 20%"",""ActiveHeatPerTurn: -35"",""FailChance: 10%"",""FailChanceTurn: 10%"",""FailCritSelf"",""FailReducPilot"",""CPBoom: 30"",""Visibility: +5%"",""Signature: +5%""]}"
800000,,Heatsink,HeatSink,emod_engine_120,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 6""]}"
766667,,Heatsink,HeatSink,emod_engine_115,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 6""]}"
750000,,Heatsink,HeatSink,Gear_Engine_Heatsinks_3,The regenerative cooling system of an engine uses waste heat to generate power and is part of the Me,,,,,,,,,,,,,,"{""Bonuses"":[""Whitespace"",""EngineHSAdd: 3""]}"
733334,,Heatsink,HeatSink,emod_engine_110,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 6""]}"
720000,,Heatsink,HeatSink,Gear_HeatSink_Generic_Thermal-Exchanger-III,Thermal Exchangers reduce the overall heat generated by a fixed percentage. Unlike Heat Sink compone,,,,,,,,,,,,,,"{""Bonuses"":[""Special: 40%"",""TEHeatgen: -15%"",""HeatPerTurn: -9"",""ChangerBoom: 27"",""Visibility: +3%"",""Signature: +3%""]}"
720000,,Heatsink,HeatSink,Gear_HeatSink_Generic_Thermal-Exchanger-Clan,Thermal Exchangers reduce the overall heat generated by a fixed percentage. Unlike Heat Sink compone,,,,,,,,,,,,,,"{""Bonuses"":[""Special: 35%"",""TEHeatgen: -10%"",""HeatPerTurn: -15"",""ChangerBoom: 25"",""Visibility: +3%"",""Signature: +3%""]}"
700000,,Heatsink,HeatSink,emod_engine_105,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 6""]}"
700000,,Heatsink,HeatSink,Gear_EmergencyCoolant_6,The Emergency Coolant System developed by the Republic Institute of Strategic Combat is a further ad,,,,,,,,,,,,,,"{""Bonuses"":[""EmergencyCoolant: 6"",""ActivateHeatLevel: 120%"",""DeActivateHeatLevel: 40%"",""ActiveHeatPerTurn: -50"",""FailChance: 5%"",""FailChanceTurn: 40%"",""FailCritSelf"",""FailReducPilot"",""CPBoom: 40""]}"
666667,,Heatsink,HeatSink,emod_engine_100,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 6""]}"
633334,,Heatsink,HeatSink,emod_engine_095,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 7""]}"
625000,,Heatsink,HeatSink,emod_engineslots_compact_center,The Compact Fusion Engine is mechanically similar to a Fusion Engine but uses much denser radiation ,,,,,,,,,,,,,,"{""Bonuses"":[""EngineWeight: +50%""]}"
600000,,Heatsink,HeatSink,emod_engine_090,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 7""]}"
600000,,Heatsink,HeatSink,Gear_EmergencyCoolant_5,The Emergency Coolant System developed by the Republic Institute of Strategic Combat is a further ad,,,,,,,,,,,,,,"{""Bonuses"":[""EmergencyCoolant: 5"",""ActivateHeatLevel: 120%"",""DeActivateHeatLevel: 40%"",""ActiveHeatPerTurn: -45"",""FailChance: 5%"",""FailChanceTurn: 35%"",""FailCritSelf"",""FailReducPilot"",""CPBoom: 35""]}"
566667,,Heatsink,HeatSink,emod_engine_085,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 7""]}"
540000,,Heatsink,HeatSink,Gear_HeatSink_Generic_Thermal-Exchanger-II,Thermal Exchangers reduce the overall heat generated by a fixed percentage. Unlike Heat Sink compone,,,,,,,,,,,,,,"{""Bonuses"":[""Special: 30%"",""TEHeatgen: -10%"",""HeatPerTurn: -6"",""ChangerBoom: 18"",""Visibility: +2%"",""Signature: +2%""]}"
533334,,Heatsink,HeatSink,emod_engine_080,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""EngineHSFreeExt: 7""]}"
500000,,Heatsink,HeatSink,emod_protocore_075,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
500000,,Heatsink,HeatSink,emod_protocore_056,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
500000,,Heatsink,HeatSink,emod_protocore_027,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
500000,,Heatsink,HeatSink,emod_protocore_016,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
500000,,Heatsink,HeatSink,emod_protocore_012,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
500000,,Heatsink,HeatSink,emod_protocore_010,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
500000,,Heatsink,HeatSink,emod_protocore_004,"Fusion engines function by harnessing the power of a fusion reaction, running on light hydrogen and ",,,,,,,,,,,,,,"{""Bonuses"":[""ProtoMechEngine""]}"
